,state,action,reward,next_state,done
23,00000000000000000000000000000000000000000000000000010000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000001100000000,1,1,00000000000000000000000000000000000000000000000000000000000000010000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000001100000000,False
24,00000000000000000000000000000000000000000000000000000000000000010000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000001100000000,4,1,00000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000001100000000,False
25,00000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000001100000000,1,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000001100000000,False
26,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000001100000000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000000000000000000000000000000000000000000000000000000000000000001100000001100000000,False
27,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000000000000000000000000000000000000000000000000000000000000000001100000001100000000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000000000000000000000000000000000000000000000000000000000000000001100000001100000000,False
28,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000000000000000000000000000000000000000000000000000000000000000001100000001100000000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011100000000000000000000000000000000000000000000000000000001100000001100000000,False
29,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011100000000000000000000000000000000000000000000000000000001100000001100000000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000000000000000000000000000000000001100000001100000000,False
30,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000000000000000000000000000000000001100000001100000000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000000000000000000000000000000000001100000001100000000,False
31,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000000000000000000000000000000000001100000001100000000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011100000000000000000000000001100000001100000000,False
32,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011100000000000000000000000001100000001100000000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000001100000001100000000,False
33,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000001100000001100000000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000001100000001100000000,False
34,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000001100000001100000000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001111100001100000000,False
35,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001111100001100000000,2,1,00011000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
36,00011000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,2,1,00000000000011000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
37,00000000000011000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,1,1,00000000000000000000000110000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
38,00000000000000000000000110000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,0,1,00000000000000000000000000000000011000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
39,00000000000000000000000000000000011000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,0,1,00000000000000000000000000000000000000000001100000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
40,00000000000000000000000000000000000000000001100000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,1,1,00000000000000000000000000000000000000000000000000000011000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
41,00000000000000000000000000000000000000000000000000000011000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,4,1,00000000000000000000000000000000000000000000000000000000000000000000000000111000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
42,00000000000000000000000000000000000000000000000000000000000000000000000000111000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,4,1,00000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
43,00000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
44,00000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,4,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000111000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
45,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000111000000000000000000000000000000000000000000000000000000000000000000000000001101000001101110000,1,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001110000000000000000000000000000000000000000000000000000000000000001101000001101110000,False
46,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001110000000000000000000000000000000000000000000000000000000000000001101000001101110000,1,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000011100000000000000000000000000000000000000000000000000001101000001101110000,False
47,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000011100000000000000000000000000000000000000000000000000001101000001101110000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001110000000000000000000000000000000000000000001101000001101110000,False
48,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001110000000000000000000000000000000000000000001101000001101110000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000111000000000000000000000000000000001101000001101110000,False
49,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000111000000000000000000000000000000001101000001101110000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000011100000000000000000000001101000001101110000,False
50,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000011100000000000000000000001101000001101110000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001110000000000001101000001101110000,False
51,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001110000000000001101000001101110000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000111001101000001101110000,False
52,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000111001101000001101110000,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001101011101101110000,False
53,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001101011101101110000,0,1,00001000000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
54,00001000000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000100000000011000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
55,00000000000000100000000011000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000010000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
56,00000000000000000000000010000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000001000000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
57,00000000000000000000000000000000001000000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,3,1,00000000000000000000000000000000000000000000000000000111000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
58,00000000000000000000000000000000000000000000000000000111000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
59,00000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,2,1,00000000000000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
60,00000000000000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
61,00000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000001000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
62,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000001000000000000000000000000000000000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000000000000000000000000000000000001101000101101111110,False
63,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000010000000000000000000000000000000000000000000000000000000001101000101101111110,False
64,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000010000000000000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000001000000000000000000000000000000000000000000000001101000101101111110,False
65,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000001000000000000000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000001101000101101111110,False
66,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000010000000000000000000000000001101000101101111110,False
67,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000010000000000000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000001000000000000000001101000101101111110,False
68,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000001000000000000000001101000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000100000001101000101101111110,False
69,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000100000001101000101101111110,0,1,00011000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
70,00011000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,0,1,00000000000001100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
71,00000000000001100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,0,1,00000000000000000000000110000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
72,00000000000000000000000110000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,4,1,00000000000000000000000000000000001000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
73,00000000000000000000000000000000001000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,2,1,00000000000000000000000000000000000000000010000000011000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
74,00000000000000000000000000000000000000000010000000011000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,2,1,00000000000000000000000000000000000000000000000000010000000011000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
75,00000000000000000000000000000000000000000000000000010000000011000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000001000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
76,00000000000000000000000000000000000000000000000000000000000001000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000100000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
77,00000000000000000000000000000000000000000000000000000000000000000000000100000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011000000001000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
78,00000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011000000001000000000000000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000100000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,False
79,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000100000000000000000000000000000000000000000000000000000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000110000000010000000000000000000000000000000000000000000000000001110000001111000101101111110,False
80,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000110000000010000000000000000000000000000000000000000000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011000000001000000000000000000000000000000000000000001110000001111000101101111110,False
81,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011000000001000000000000000000000000000000000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000100000000000000000000000000000001110000001111000101101111110,False
82,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000100000000000000000000000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000110000000010000000000000000000001110000001111000101101111110,False
83,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000110000000010000000000000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011000000001000000000001110000001111000101101111110,False
84,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011000000001000000000001110000001111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000101110000001111000101101111110,False
85,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000101110000001111000101101111110,0,1,00001000000001100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
86,00001000000001100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,0,1,00000000000000100000000110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
87,00000000000000100000000110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,1,1,00000000000000000000000000100000000110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
88,00000000000000000000000000100000000110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,1,1,00000000000000000000000000000000000001000000001100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
89,00000000000000000000000000000000000001000000001100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,0,1,00000000000000000000000000000000000000000000000100000000110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
90,00000000000000000000000000000000000000000000000100000000110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,4,1,00000000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
91,00000000000000000000000000000000000000000000000000000000000000000011100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,4,1,00000000000000000000000000000000000000000000000000000000000000000001000000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
92,00000000000000000000000000000000000000000000000000000000000000000001000000000110000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,4,1,00000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
93,00000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000000000000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,2,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
94,00000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001110000000000000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
95,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000111000000000000000000000000000000000000000000000000000000100000000111110000011111000101101111110,0,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000011100000000000000000000000000000000000000000000100000000111110000011111000101101111110,False
