,state,action,reward,next_state,done
48,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00000000000000000000000000000000011100000000010000000000000000000000000000000000000000000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
49,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00000000000000000000000000000000000000000011100000000010000000000000000000000000000000000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
50,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3,1,00000000000000000000000000000000000000000001000000000100000000110000000000000000000000000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
51,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00000000000000000000000000000000000000000000000000001000000000100000000110000000000000000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
52,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00001000000000100000000010000000001000000000000000000000000001000000000100000000110000000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
53,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,00000000000000010000000001000000000100000000010000000000000001000000000100000000110000000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
54,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000001000000000100000000010000000001000001000000000100000000110000000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
55,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000100000000010000000001000001000100000100000000110000000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
56,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000010000000001000001000100000100010000110000000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
57,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000001000001000100000100010000110001000001111000000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
58,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000100000100010000110001000001111100000100000000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
59,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000100010000110001000001111100000100010000010000000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
60,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000100000000110001000001111100000100010000010001000011000000001110000000010000000001000000001100000000110000000011011100001001000000,False
61,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00000000000000000000000000000000000000000000000000000000000001000000000100000000110000000001111100000100010000010001000011000100001110000000010000000001000000001100000000110000000011011100001001000000,False
62,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00000000000000000000000000000000000000000000000000000000000001000000000100000000110000000001111000000100010000010001000011000100001110010000010000000001000000001100000000110000000011011100001001000000,False
63,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000100000000110000000001111000000100000000010001000011000100001110010000010001000001000000001100000000110000000011011100001001000000,False
64,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000100000000110000000001111000000100000000010000000011000100001110010000010001000001000100001100000000110000000011011100001001000000,False
65,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000100000000110000000001111000000100000000010000000011000000001110010000010001000001000100001100010000110000000011011100001001000000,False
66,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00010000000001100000000010000000000000000000000000000000000001000000000100000000110000000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
67,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000001000000000110000000001000000000000000000000000001000000000100000000110000000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
68,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3,1,00000000000000000000000011000000011000000000000000000000000001000000000100000000110000000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
69,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,00000000000000000000000000000000000110000000110000000000000001000000000100000000110000000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
70,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00000000000000000000000000000000000000000000110000000110000001000000000100000000110000000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
71,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00000000000000000000000000000000000000000000000000000110000001110000000100000000110000000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
72,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00000000000000000000000000000000000000000000000000000000000001011000000111000000110000000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
73,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00001000000001110000000000000000000000000000000000000000000001000000000101100000111100000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
74,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,00000000000000010000000011100000000000000000000000000000000001000000000101100000111100000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
75,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,00000000000000000000000000100000000111000000000000000000000001000000000101100000111100000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
76,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000010000000011100000000000001000000000101100000111100000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
77,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000001000000001110001000000000101100000111100000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
78,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000100001000111000101100000111100000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
79,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000010000101111100111100000001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
80,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000101101000111101110001111000000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
81,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000101100000111100100001111111000100000000010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
82,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,00000000000000000000000000000000000000000000000000000000000001000000000101100000111100000001111010000100011100010000000011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
83,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000101100000111100000001111000000100001000010001110011000000001110000000010001000001000100001100010000110001000011011100001001000000,False
84,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000101100000111100000001111000000100000000010000100011000111001110000000010001000001000100001100010000110001000011011100001001000000,False
85,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00001000000000110000000001000000000000000000000000000000000001000000000101100000111100000001111000000100000000010000000011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
86,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,00000000000000010000000001100000000010000000000000000000000001000000000101100000111100000001111000000100000000010000000011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
87,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,00000000000000000000000000100000000011000000000100000000000001000000000101100000111100000001111000000100000000010000000011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
88,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000010000000001100000000010001000000000101100000111100000001111000000100000000010000000011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
89,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000001000000000110001000001000101100000111100000001111000000100000000010000000011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
90,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000100001000011000101100100111100000001111000000100000000010000000011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
91,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000010000101101100111100010001111000000100000000010000000011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
92,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000101101000111100110001111001000100000000010000000011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
93,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000101100000111100100001111011000100000100010000000011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
94,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,00000000000000000000000000000000000000000000000000000000000001000000000101100000111100000001111001000100000110010000001011000010001110011100010001000001000100001100010000110001000011011100001001000000,False
95,00001000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,00000000000000000000000000000000000000000000000000000000000001000000000101100000111100000001111000000100000100010000011011000010101110011100010001000001000100001100010000110001000011011100001001000000,False
